name,country,latitude,longitude,timezone,skill_level_min,skill_level_max,primary_airport_iata,region_major,slug,active
Conchitas,"Peru, Central",-11.742167987168,-77.169256210327,UTC,beginner,intermediate,LIM,South America,conchitas,True
Congo Beach - The suck,"Australia, NSW, Far South",-35.951955190888,150.16280651093,Australia/Sydney,intermediate,advanced,MYA,Oceania,congo-beach---the-suck,True
Conil,"Spain, Andalucia",36.284541802606,-6.1048901081085,Europe/Madrid,beginner,intermediate,ROZ,Europe,conil,True
Conjola Beach,"Australia, NSW, South Coast",-35.281780920052,150.49209594727,Australia/Sydney,beginner,intermediate,NOA,Oceania,conjola-beach,True
Connecticut Street Jetty,"USA, North East, Long Island NY",40.582328412452,-73.699657917023,America/Los_Angeles,beginner,intermediate,JFK,North America,connecticut-street-jetty,True
Conneley's Reef,"Australia, NSW, South Coast",-35.18475234139,150.59801101685,Australia/Sydney,intermediate,advanced,NOA,Oceania,conneley's-reef,True
Consolaçao,"Portugal, Central Peniche",39.323583457934,-9.3613278865814,Europe/Lisbon,intermediate,advanced,LIS,Europe,consolaçao,True
Conspicuous Beach,"Australia, WA, Walpole",-35.040042868854,116.84339761733,Australia/Sydney,intermediate,advanced,ALH,Oceania,conspicuous-beach,True
Constitucion,"Argentina, North",-37.971470273742,-57.541172504425,UTC,intermediate,advanced,MDQ,Other,constitucion,True
Contendas,"Azores, Central group",38.645701615201,-27.078005075455,UTC,beginner,intermediate,TER,Other,contendas,True
Contis plage,"France, Landes",44.091900385915,-1.325740814209,Europe/Paris,beginner,intermediate,BIQ,Europe,contis-plage,True
Conto springs,"Australia, WA, Margaret River South",-34.080459935888,115.0018787384,Australia/Sydney,intermediate,advanced,MQZ,Oceania,conto-springs,True
Contrebandier,"Morocco, North",33.922280871529,-6.9612121582031,Africa/Casablanca,intermediate,advanced,RBA,Africa,contrebandier,True
Contreira,Madeira,32.841793709183,-17.140313389536,UTC,beginner,intermediate,FNC,Other,contreira,True
Coogee,"Australia, NSW, Sydney South",-33.921141313437,151.25852108002,Australia/Sydney,beginner,intermediate,RSE,Oceania,coogee,True
coogee beach (miracles),"Australia, WA, Perth City",-32.111968073625,115.76251029968,Australia/Sydney,beginner,intermediate,JFM,Oceania,coogee-beach-(miracles),True
Coogee Bombie,"Australia, NSW, Sydney South",-33.918114288239,151.26435756683,Australia/Sydney,intermediate,advanced,RSE,Oceania,coogee-bombie,True
Coogee Reef,"Australia, NSW, Sydney South",-33.920393470156,151.26073122025,Australia/Sydney,intermediate,advanced,RSE,Oceania,coogee-reef,True
Cook bay left,"French Polynesia, Moorea",-17.477660224933,-149.82716560364,UTC,intermediate,advanced,MOZ,Other,cook-bay-left,True
Cooks Island,"Australia, NSW, North",-28.195657202638,153.57818126678,Australia/Sydney,beginner,intermediate,OOL,Oceania,cooks-island,True
Coolangatta,"Australia, QLD, Gold Coast",-28.165602622922,153.53986859322,Australia/Sydney,intermediate,advanced,OOL,Oceania,coolangatta,True
Coolum - Point Perry,"Australia, QLD, Sunshine Coast",-26.538568871361,153.09613466263,Australia/Sydney,intermediate,advanced,MCY,Oceania,coolum---point-perry,True
Coolum Beach,"Australia, QLD, Sunshine Coast",-26.525725521028,153.09336662292,Australia/Sydney,beginner,intermediate,MCY,Oceania,coolum-beach,True
Coolum Beach Breaks,"Australia, QLD, Sunshine Coast",-26.529742822082,153.09274435043,Australia/Sydney,beginner,intermediate,MCY,Oceania,coolum-beach-breaks,True
Coombesgate Beach,"UK, Devon North",51.177621156752,-4.2168617248535,Europe/London,beginner,intermediate,SWS,Europe,coombesgate-beach,True
Coos Bay - Bastendorf Beach,"USA, North West, Oregon South",43.34602884773,-124.35038566589,America/Los_Angeles,beginner,intermediate,OTH,North America,coos-bay---bastendorf-beach,True
Coos Bay North,"USA, North West, Oregon South",43.366436078653,-124.33218955994,America/Los_Angeles,beginner,intermediate,OTH,North America,coos-bay-north,True
Copacabana Point,"Australia, NSW, Central",-33.486471243096,151.42825126648,Australia/Sydney,intermediate,advanced,LBH,Oceania,copacabana-point,True
Copeys left,"Australia, WA, Margaret River North",-33.601930999048,115.10762214661,Australia/Sydney,intermediate,advanced,BQB,Oceania,copeys-left,True
Coprino's left,"Spain, Galicia",43.371739586695,-8.4567260742188,Europe/Madrid,intermediate,advanced,LCG,Europe,coprino's-left,True
Coragi,Cape Verde,14.902508449678,-23.522661924362,UTC,intermediate,advanced,RAI,Other,coragi,True
Coral do Céu,"Brazil, Espirito Santo",-20.378699925068,-40.286881327631,America/Sao_Paulo,intermediate,advanced,VIX,South America,coral-do-céu,True
Corby's left,"Australia, NSW, North",-29.784026777648,153.29755783081,Australia/Sydney,intermediate,advanced,GFN,Oceania,corby's-left,True
Cordoama,"Portugal, Algarve",37.105095467882,-8.9418196678162,Europe/Lisbon,intermediate,advanced,PRM,Europe,cordoama,True
Corindi Beach,"Australia, NSW, Mid North Coast",-30.03105542654,153.19610595703,Australia/Sydney,beginner,intermediate,CFS,Oceania,corindi-beach,True
Corners,"USA, South East, North Florida",30.638494444444,-81.435991666667,America/Los_Angeles,beginner,intermediate,NRB,North America,corners,True
Cornino,"Italy, Sicily",38.09015445227,12.656185626984,UTC,intermediate,advanced,TPS,Europe,cornino,True
Coronado,"USA, California, San Diego County",32.684030579703,-117.19150543213,America/Los_Angeles,intermediate,advanced,NZY,North America,coronado,True
Coronado Silver Strand State Beach,"USA, California, San Diego County",32.624963273655,-117.13870186739,America/Los_Angeles,beginner,intermediate,NRS,North America,coronado-silver-strand-state-beach,True
Corpus Christi,"USA, Gulf Coast, Texas",27.615101801904,-97.200164794922,America/Los_Angeles,beginner,intermediate,NGP,North America,corpus-christi,True
Corralillo,"Costa Rica, Pacific South",9.9013848589271,-84.728450775146,UTC,beginner,intermediate,JAP,Central America,corralillo,True
Corre,Madagascar,-18.861232645484,49.148792624474,UTC,intermediate,advanced,VAT,Other,corre,True
Corrimal,"Australia, NSW, Coal Coast",-34.380916804631,150.91910362244,Australia/Sydney,beginner,intermediate,WOL,Oceania,corrimal,True
Corsário,"Brazil, Bahia North Coast",-12.976456704432,-38.42339515686,America/Sao_Paulo,beginner,intermediate,SSA,South America,corsário,True
Cortegaça,"Portugal, North Porto",40.939695489671,-8.6581707000732,Europe/Lisbon,intermediate,advanced,OPO,Europe,cortegaça,True
Cortez Bank,"USA, California, San Diego County",32.396196718661,-119.11651611328,America/Los_Angeles,advanced,advanced,TWH,North America,cortez-bank,True
Corto Circuito,Panama,7.2413469293003,-80.565361976624,UTC,beginner,intermediate,PDM,Central America,corto-circuito,True
corumbá,Uruguay,-34.660895979784,-54.187413454055,UTC,beginner,intermediate,PDP,Other,corumbá,True
Costa Azul,"Mexico, Baja Sur",23.015126309695,-109.71693992615,America/Mexico_City,beginner,intermediate,SJD,North America,costa-azul,True
Costa Ballena,"Spain, Andalucia",36.68900088599,-6.419620513916,Europe/Madrid,beginner,intermediate,ROZ,Europe,costa-ballena,True
Costa da Caparica,"Portugal, Central Lisboa",38.63777532155,-9.2355966567994,Europe/Lisbon,beginner,intermediate,CAT,Europe,costa-da-caparica,True
Costalitos,"Mexico, Gulf",19.104621494727,-96.096725463867,America/Mexico_City,beginner,intermediate,VER,North America,costalitos,True
Costão da Pinheira,"Brazil, Santa Catarina",-27.881076879572,-48.586542606354,America/Sao_Paulo,intermediate,advanced,FLN,South America,costão-da-pinheira,True
Costazul,"Brazil, Rio de Janeiro Norte",-22.525117656257,-41.920347958803,America/Sao_Paulo,beginner,intermediate,MEA,South America,costazul,True
Cote D'Or Lodge,"Seychelles, Pralin",-4.3200616893175,55.758082866669,UTC,beginner,intermediate,PRI,Other,cote-d'or-lodge,True
Cote sauvage,Congo,-4.8132069837159,11.84326171875,UTC,intermediate,advanced,PNR,Other,cote-sauvage,True
Côte sauvage - la pointe espagnole,"France, Charente maritime",45.779316702015,-1.241455078125,Europe/Paris,beginner,intermediate,RCO,Europe,côte-sauvage---la-pointe-espagnole,True
Côte sauvage - Le 27,"France, Charente maritime",45.742011220046,-1.2412405014038,Europe/Paris,beginner,intermediate,RYN,Europe,côte-sauvage---le-27,True
Côte sauvage - Le 43,"France, Charente maritime",45.713281586568,-1.2390518188477,Europe/Paris,beginner,intermediate,RYN,Europe,côte-sauvage---le-43,True
Côte sauvage - Le 46,"France, Charente maritime",45.708217168725,-1.2428283691406,Europe/Paris,beginner,intermediate,RYN,Europe,côte-sauvage---le-46,True
Côte sauvage - Le 47,"France, Charente maritime",45.706074392263,-1.2394380569458,Europe/Paris,beginner,intermediate,RYN,Europe,côte-sauvage---le-47,True
Côte sauvage - Phare de la Coubre  (lighthouse),"France, Charente maritime",45.693051138284,-1.2375068664551,Europe/Paris,intermediate,intermediate,RYN,Europe,côte-sauvage---phare-de-la-coubre--(lighthouse),True
Cotillo beach,"Canary, Fuerte Ventura",28.673946616818,-14.010057449341,UTC,beginner,intermediate,FUE,Other,cotillo-beach,True
Cottesloe,"Australia, WA, Perth City",-31.99548378429,115.75083732605,Australia/Sydney,beginner,intermediate,JFM,Oceania,cottesloe,True
Cottons,"USA, California, Orange County",33.390737214289,-117.59863257408,America/Los_Angeles,beginner,intermediate,OCN,North America,cottons,True
Coumeenole,"Ireland, South West",52.107928522497,-10.466709136963,UTC,intermediate,advanced,KIR,Europe,coumeenole,True
County Line,"USA, California, Ventura",34.051974958649,-118.96086752415,America/Los_Angeles,intermediate,advanced,NTD,North America,county-line,True
Courseulles sur mer,"France, Normandy",49.335812652928,-0.44620156288147,Europe/Paris,beginner,intermediate,CFR,Europe,courseulles-sur-mer,True
Cova Gala,"Portugal, North Beira",40.126390985025,-8.8653659820557,Europe/Lisbon,beginner,intermediate,VSE,Europe,cova-gala,True
Covachos,"Spain, Cantabria",43.473726154624,-3.9093089103699,Europe/Madrid,intermediate,advanced,SDR,Europe,covachos,True
Cove,"Australia, QLD, Sunshine Coast",-26.785177790734,153.14224183559,Australia/Sydney,beginner,intermediate,CUD,Oceania,cove,True
Cow Bay - Moose Rocks,"Canada, East Coast",44.613933947306,-63.429565429688,UTC,beginner,intermediate,YHZ,North America,cow-bay---moose-rocks,True
Cowells cove,"USA, California, Santa Cruz",36.95787811707,-122.02432841063,America/Los_Angeles,intermediate,advanced,WVI,North America,cowells-cove,True
Cowries,"Australia, NSW, South Coast",-34.577786375893,150.87588787079,Australia/Sydney,intermediate,advanced,WOL,Oceania,cowries,True
Cox Bay,"Canada, West Coast",49.101971166896,-125.88031768799,UTC,intermediate,advanced,YTP,North America,cox-bay,True
Cox's Bazar,Bangladesh,21.414431556556,91.981658935542,UTC,intermediate,advanced,CXB,Other,cox's-bazar,True
Coxos,"Portugal, Central Ericeira",39.000576159974,-9.4269132614136,Europe/Lisbon,intermediate,advanced,CAT,Europe,coxos,True
Cozzies,"Australia, WA, Perth South",-32.582266718207,115.64736373723,Australia/Sydney,beginner,intermediate,JAD,Oceania,cozzies,True
Crab Island,"Ireland, West",53.015609422105,-9.4151115417485,UTC,beginner,intermediate,INQ,Europe,crab-island,True
Crab Island,"UK, South Wales",51.56397923779,-4.0047204494476,Europe/London,beginner,intermediate,SWS,Europe,crab-island,True
Crabbes Creek,"Australia, NSW, Newcastle",-33.099415219837,151.65917873383,Australia/Sydney,intermediate,advanced,BEO,Oceania,crabbes-creek,True
Crackington Haven,"UK, Cornwall North",50.741615371014,-4.6339130401611,Europe/London,intermediate,advanced,NQY,Europe,crackington-haven,True
Crackneck,"Australia, NSW, Central",-33.394087404529,151.48326873779,Australia/Sydney,intermediate,advanced,GOS,Oceania,crackneck,True
Crane Beach,Barbados,13.099751411098,-59.449928998947,UTC,beginner,intermediate,BGI,Other,crane-beach,True
Crantock,"UK, Cornwall West",50.408517530697,-5.1249504089355,Europe/London,beginner,intermediate,NQY,Europe,crantock,True
Crashboats,Puerto Rico,18.457277204101,-67.164267897606,UTC,intermediate,advanced,BQN,Other,crashboats,True
Crayfish Factory,"South Africa, Cape Town",-34.181408814025,18.342372179031,Africa/Johannesburg,intermediate,advanced,CPT,Africa,crayfish-factory,True
Crayfish Reef,"South Africa, Cape Town",-33.733325024723,18.431507349014,Africa/Johannesburg,intermediate,advanced,CPT,Africa,crayfish-reef,True
Crazy Birds,"Australia, VIC, Melbourne East, Phillip Island",-38.513754680035,145.29307365417,Australia/Sydney,intermediate,advanced,MBW,Oceania,crazy-birds,True
Cream point,"Ireland, West",52.868715240642,-9.4484996795658,UTC,beginner,intermediate,INQ,Europe,cream-point,True
Crescent,"USA, North West, Washington",48.163738246315,-123.7082862854,America/Los_Angeles,beginner,intermediate,CLM,North America,crescent,True
Crescent bay,"USA, California, Orange County",33.546294934412,-117.80201911926,America/Los_Angeles,beginner,intermediate,SNA,North America,crescent-bay,True
Crescent Beach,"USA, South East, North Florida",29.771159803053,-81.249732971191,America/Los_Angeles,beginner,intermediate,UST,North America,crescent-beach,True
Crescent City South Beach,"USA, California, Del Norte",41.741858778114,-124.17057037354,America/Los_Angeles,beginner,intermediate,CEC,North America,crescent-city-south-beach,True
Crescent Head,"Australia, NSW, Mid North Coast",-31.183434273344,152.97775268555,Australia/Sydney,beginner,advanced,KPS,Oceania,crescent-head,True
Cresent Head,"Australia, NSW, Mid North Coast",-31.186114406883,152.97959804535,Australia/Sydney,beginner,advanced,KPS,Oceania,cresent-head,True
Cresmina,"Portugal, Central Lisboa",38.727258542985,-9.4765555858612,Europe/Lisbon,intermediate,advanced,CAT,Europe,cresmina,True
Cripplers,Cyprus,34.942315790531,32.312893867493,UTC,intermediate,advanced,PFO,Other,cripplers,True
CRISTO REI DILI,East Timor,-8.5213961570234,125.60744047164,UTC,beginner,intermediate,DIL,Other,cristo-rei-dili,True
Crocro,"Morocco, South",30.515044939771,-9.6889828518036,Africa/Casablanca,intermediate,advanced,AGA,Africa,crocro,True
Crohot des cavalles,"France, Gironde",45.114876263601,-1.1912119388581,Europe/Paris,beginner,intermediate,BOD,Europe,crohot-des-cavalles,True
Cronulla,"Australia, NSW, Sydney South",-34.052374970005,151.15829229355,Australia/Sydney,beginner,intermediate,SYD,Oceania,cronulla,True
Cronulla Point,"Australia, NSW, Sydney South",-34.056641640356,151.15709066391,Australia/Sydney,intermediate,advanced,SYD,Oceania,cronulla-point,True
Cronulla Pools,"Australia, NSW, Sydney South",-34.053443879977,151.15644291043,Australia/Sydney,beginner,intermediate,SYD,Oceania,cronulla-pools,True
Crookhaven - Eddies,"Australia, NSW, South Coast",-34.898145518274,150.77025175095,Australia/Sydney,intermediate,advanced,NOA,Oceania,crookhaven---eddies,True
Crooklets,"UK, Cornwall North",50.83578464701,-4.5552062988281,Europe/London,beginner,intermediate,NQY,Europe,crooklets,True
Crossroads,"USA, South East, North Florida",30.162134293475,-81.355658769608,America/Los_Angeles,beginner,intermediate,UST,North America,crossroads,True
Croyde,"UK, Devon North",51.128602976087,-4.2441129684448,Europe/London,intermediate,advanced,SWS,Europe,croyde,True
Crunchie Pt,"Australia, VIC, Melbourne East",-38.42347848624,145.08021086455,Australia/Sydney,intermediate,advanced,MBW,Oceania,crunchie-pt,True
Cruz das Almas,"Brazil, Sergipe-Alagoas",-9.6311989655891,-35.696071386337,America/Sao_Paulo,beginner,intermediate,MCZ,South America,cruz-das-almas,True
Cruz Quebrada,"Portugal, Central Lisboa",38.698975180986,-9.2517757415771,Europe/Lisbon,beginner,intermediate,CAT,Europe,cruz-quebrada,True
Cruz Roja,"Canary, Fuerte Ventura",28.045754440929,-14.328328371048,UTC,intermediate,advanced,FUE,Other,cruz-roja,True
Crystal Beach Break,"Philippines, Luzon",15.014764214628,120.063829422,UTC,beginner,intermediate,SFS,Asia,crystal-beach-break,True
Crystal Pier,"USA, California, San Diego County",32.830558029415,-117.21862792969,America/Los_Angeles,beginner,intermediate,MYF,North America,crystal-pier,True
Crystal Plage,Togo,6.1346237422295,1.2811303138733,UTC,beginner,intermediate,LFW,Other,crystal-plage,True
Crystals,"USA, North East, New Jersey",39.362837875893,-74.407997131348,America/Los_Angeles,intermediate,advanced,ACY,North America,crystals,True
Cuatro Casas,"Mexico, Baja Norte",30.933500982236,-116.24221801758,America/Mexico_City,intermediate,advanced,SNQ,North America,cuatro-casas,True
Cubiculo,"Portugal, Central Lisboa",38.680246000766,-9.3448001146317,Europe/Lisbon,beginner,intermediate,CAT,Europe,cubiculo,True
Cudmirrah reef,"Australia, NSW, South Coast",-35.203515105385,150.55977344513,Australia/Sydney,intermediate,advanced,NOA,Oceania,cudmirrah-reef,True
Cueva del Indio,Puerto Rico,18.491524292622,-66.643227338791,UTC,intermediate,advanced,ARE,Other,cueva-del-indio,True
culburra beach,"Australia, NSW, South Coast",-34.927037905925,150.76915740967,Australia/Sydney,beginner,intermediate,NOA,Oceania,culburra-beach,True
cullens,"Australia, SA, East",-37.659770597189,140.21970748901,Australia/Sydney,beginner,intermediate,MLR,Oceania,cullens,True
Cumberland Island,"USA, South East, Georgia",30.743901247248,-81.462593078611,America/Los_Angeles,beginner,intermediate,JAX,North America,cumberland-island,True
Cumbos,"Australia, VIC, East Coast",-38.567629576318,143.96518707275,Australia/Sydney,intermediate,advanced,XCO,Oceania,cumbos,True
Cumboto,Venezuela,10.482748034377,-68.038029670715,UTC,intermediate,advanced,PBL,Other,cumboto,True
cupe,"Brazil, Paraiba Pernambucco",-8.466620670062,-34.989438056946,America/Sao_Paulo,beginner,intermediate,REC,South America,cupe,True
Cupecoy,St Martin,18.049602498234,-63.135080337524,UTC,beginner,intermediate,SXM,Other,cupecoy,True
Cupsogue beach,"USA, North East, Long Island NY",40.772091876023,-72.730264663696,America/Los_Angeles,beginner,intermediate,FOK,North America,cupsogue-beach,True
Curium Beach,Cyprus,34.663993431973,32.880213260651,UTC,intermediate,advanced,AKT,Other,curium-beach,True
curl curl shoz,"Australia, NSW, Sydney North",-33.770713031829,151.29546985029,Australia/Sydney,beginner,intermediate,RSE,Oceania,curl-curl-shoz,True
curralinho,Cape Verde,16.922309104181,-25.313564836979,UTC,intermediate,advanced,VXE,Other,curralinho,True
Currarong - Beecroft,"Australia, NSW, South Coast",-34.998784938341,150.80117225647,Australia/Sydney,beginner,intermediate,NOA,Oceania,currarong---beecroft,True
Currimundi Reef,"Australia, QLD, Sunshine Coast",-26.740091595363,153.18580627441,Australia/Sydney,intermediate,advanced,CUD,Oceania,currimundi-reef,True
Currumbin Alley,"Australia, QLD, Gold Coast",-28.125482023014,153.48596155643,Australia/Sydney,beginner,intermediate,OOL,Oceania,currumbin-alley,True
Curumim,"Brazil, Rio Grande do Sul",-29.625604569848,-49.935744702816,America/Sao_Paulo,intermediate,advanced,TSQ,South America,curumim,True
Cuttagee,"Australia, NSW, Far South",-36.496044525211,150.05474567413,Australia/Sydney,beginner,intermediate,MIM,Oceania,cuttagee,True
Cutty wow Reef,"USA, North East, Southern New England",41.493663810245,-71.132698059082,America/Los_Angeles,intermediate,advanced,NPT,North America,cutty-wow-reef,True
Cuyagua (Toda San),Venezuela,10.50002807348,-67.694127559662,UTC,intermediate,advanced,MYC,Other,cuyagua-(toda-san),True
Cyclops,"Australia, WA, Fitzgerald River",-33.989256522289,123.10139358043,Australia/Sydney,advanced,advanced,EPR,Oceania,cyclops,True
Cylinder,"Australia, QLD, Brisbane",-27.422957082429,153.53472948074,Australia/Sydney,beginner,intermediate,SRR,Oceania,cylinder,True
Cylinders,"USA, California, Orange County",33.595246555641,-117.88922309876,America/Los_Angeles,intermediate,advanced,SNA,North America,cylinders,True
Cyrils,"Australia, VIC, Melbourne East",-38.482863325602,145.00403881073,Australia/Sydney,beginner,intermediate,MBW,Oceania,cyrils,True
D - Bay,"Australia, VIC, Melbourne East",-38.166144988494,145.09197235107,Australia/Sydney,beginner,intermediate,MBW,Oceania,d---bay,True
D Street,"USA, California, San Diego County",33.045494324936,-117.29830026627,America/Los_Angeles,beginner,intermediate,CLD,North America,d-street,True
D'estrees Bay,"Australia, SA, Kangeroo Island",-35.943200129364,137.59852409363,Australia/Sydney,beginner,intermediate,KGC,Oceania,d'estrees-bay,True
D-Country,"USA, South East, North Florida",29.815709134312,-81.261462271214,America/Los_Angeles,beginner,intermediate,UST,North America,d-country,True
d-head reef,"Australia, NSW, Sydney North",-33.813107278369,151.27247393132,Australia/Sydney,intermediate,advanced,RSE,Oceania,d-head-reef,True
D-Land,"Canada, Great Lakes",42.853285414993,-79.534385204316,UTC,beginner,intermediate,DKK,North America,d-land,True
D2,"Brazil, Espirito Santo",-20.348964562916,-40.270664691925,America/Sao_Paulo,intermediate,advanced,VIX,South America,d2,True
Da Nang,Vietnam,16.070557959035,108.24657976627,UTC,beginner,intermediate,DAD,Other,da-nang,True
Da-an,Taiwan,24.387869961835,120.58404922485,UTC,beginner,intermediate,RMQ,Other,da-an,True
Dabki,Poland,54.379557602566,16.317100524902,UTC,beginner,intermediate,RNN,Other,dabki,True
Dadonghai,"China, South China Sea",18.220872738625,109.51772689819,UTC,beginner,intermediate,SYX,Other,dadonghai,True
Dahme,Germany,54.226118205517,11.089743375778,UTC,beginner,intermediate,LBC,Europe,dahme,True
Daku Island,"Philippines, Siargao Islands",9.7456398512313,126.16636455059,UTC,intermediate,advanced,IAO,Asia,daku-island,True
Dalbos,"France, Brittany North",48.341803061238,-4.6329689025879,Europe/Paris,beginner,intermediate,BES,Europe,dalbos,True
Dálkur,Iceland,64.476899483964,-14.492352009838,UTC,beginner,intermediate,DJU,Europe,dálkur,True
dalmeny point,"Australia, NSW, Far South",-36.16104912766,150.12822747231,Australia/Sydney,beginner,intermediate,MYA,Oceania,dalmeny-point,True
Daly Heads,"Australia, SA, York Peninsula",-35.032851549796,136.93372249603,Australia/Sydney,beginner,intermediate,ORR,Oceania,daly-heads,True
Dame jouanne,"France, Brittany North",48.636708941672,-2.1414971351624,Europe/Paris,beginner,intermediate,DNR,Europe,dame-jouanne,True
Damneck Naval Base,"USA, North East, Virginia",36.781852321998,-75.956157445908,America/Los_Angeles,beginner,intermediate,NTU,North America,damneck-naval-base,True
Damo's Bay,"Australia, SA, York Peninsula",-35.629116723211,138.43065261841,Australia/Sydney,beginner,intermediate,PEA,Oceania,damo's-bay,True
Damon Point,"USA, North West, Washington",46.937487910863,-124.13400650024,America/Los_Angeles,intermediate,advanced,HQM,North America,damon-point,True
Damp 2000,Germany,54.585766636092,10.028414726257,UTC,beginner,intermediate,KEL,Europe,damp-2000,True
Dana,"Indonesia, Savu Sea",-10.96671333199,122.8403467839,Asia/Jakarta,intermediate,advanced,RTI,Asia,dana,True
Dana Point,"USA, California, Orange County",33.463060053971,-117.7134847641,America/Los_Angeles,beginner,intermediate,SNA,North America,dana-point,True
Danger Point,"South Africa, South Garden Route",-34.627508511178,19.303064346315,Africa/Johannesburg,intermediate,advanced,OVG,Africa,danger-point,True
"Dangers, reef","South Africa, Cape Town",-34.122103632622,18.456449210644,Africa/Johannesburg,advanced,advanced,CPT,Africa,dangers-reef,True
Dania  Beach,"USA, South East, South Florida",26.058004540036,-80.108833909035,America/Los_Angeles,intermediate,intermediate,FLL,North America,dania--beach,True
Daniels Reef,"New Zealand, New Zealand NI, NE Coast",-36.298836274834,174.80376720427,Pacific/Auckland,intermediate,advanced,GBZ,Oceania,daniels-reef,True
Dar Zagaja,"Italy, Mainland",41.670886399946,12.395657300949,UTC,beginner,intermediate,FCO,Europe,dar-zagaja,True
Dari Rights,Solomon,-7.4312409330623,158.31908226013,UTC,intermediate,advanced,VAO,Other,dari-rights,True
Dark Reef,Vietnam,12.161849024188,109.20513153076,UTC,intermediate,advanced,CXR,Other,dark-reef,True
Darne,Mauritius,-20.451331953846,57.709271907806,UTC,beginner,intermediate,MRU,Other,darne,True
Dashi - Honeymoon Bay,Taiwan,24.932365795204,121.88642263412,UTC,beginner,intermediate,TSA,Other,dashi---honeymoon-bay,True
Dauphin Island Pier,"USA, Gulf Coast, Alabama",30.250073076649,-88.075434565544,America/Los_Angeles,beginner,intermediate,GUF,North America,dauphin-island-pier,True
Davenport,"USA, California, Santa Cruz",37.009406876582,-122.19165802002,America/Los_Angeles,beginner,intermediate,WVI,North America,davenport,True
Daves Backyard,"USA, Hawaii, Oahu",21.306467693352,-158.02017688751,America/Los_Angeles,intermediate,advanced,JRF,North America,daves-backyard,True
Daytona Beach,"USA, South East, North Florida",29.172248180202,-80.979194641113,America/Los_Angeles,beginner,intermediate,DAB,North America,daytona-beach,True
Dazendorf,Germany,54.3720335819,10.91466486454,UTC,beginner,intermediate,MRW,Europe,dazendorf,True
De Haan,Belgium,51.279702689058,3.0331921577454,UTC,beginner,intermediate,OST,Europe,de-haan,True
De Kelders,"South Africa, South Garden Route",-34.558774173581,19.350657463074,Africa/Johannesburg,intermediate,advanced,OVG,Africa,de-kelders,True
De langre,"Spain, Cantabria",43.475703717626,-3.6894536018372,Europe/Madrid,beginner,intermediate,SDR,Europe,de-langre,True
Dead Zone,"France, Gironde",44.520927970557,-1.2593078613281,Europe/Paris,beginner,intermediate,BOD,Europe,dead-zone,True
Deadman's,"USA, California, Humboldt",40.023588752864,-124.05747771263,America/Los_Angeles,intermediate,advanced,FOB,North America,deadman's,True
Deadman's,"USA, California, Ventura",34.06584980521,-119.00454998016,America/Los_Angeles,intermediate,advanced,NTD,North America,deadman's,True
Deadmans,"Australia, NSW, Sydney North",-33.800297427029,151.30047082902,Australia/Sydney,intermediate,advanced,RSE,Oceania,deadmans,True
deadmans,Denmark,56.96620224588,8.3820211887359,UTC,beginner,intermediate,TED,Europe,deadmans,True
Death Bay,"UK, Cornwall North",50.572281090039,-4.9243453145027,Europe/London,beginner,intermediate,NQY,Europe,death-bay,True
Deauville,"France, Normandy",49.3627841898,0.066947937011719,Europe/Paris,beginner,intermediate,DOL,Europe,deauville,True
Deba,"Spain, Pais Vasco",43.303694741553,-2.3531341552734,Europe/Madrid,beginner,intermediate,BIO,Europe,deba,True
Decaplage,Algeria,36.786810294219,3.3234930038452,UTC,beginner,intermediate,ALG,Other,decaplage,True
Dedis,"Australia, QLD, Sunshine Coast",-26.677948450305,153.12070369721,Australia/Sydney,beginner,intermediate,MCY,Oceania,dedis,True
Dee why,"Australia, NSW, Sydney North",-33.754638075228,151.29948377609,Australia/Sydney,beginner,intermediate,RSE,Oceania,dee-why,True
Deep Creek,"USA, North West, Washington",48.172496660385,-124.02465820312,America/Los_Angeles,intermediate,advanced,CLM,North America,deep-creek,True
Deer Creek,"USA, California, Ventura",34.062343532202,-118.98970127106,America/Los_Angeles,beginner,intermediate,NTD,North America,deer-creek,True
Deerfield Beach Pier,"USA, South East, South Florida",26.316497831284,-80.074110031128,America/Los_Angeles,beginner,intermediate,BCT,North America,deerfield-beach-pier,True
Del Mar,"USA, California, San Diego County",32.963954700782,-117.26939678192,America/Los_Angeles,beginner,intermediate,NKX,North America,del-mar,True
Del Mar Jetties,"USA, California, San Diego County",33.217695902213,-117.40691900253,America/Los_Angeles,beginner,intermediate,OCN,North America,del-mar-jetties,True
Del Monte Beach,"USA, California, Monterey",36.60545144416,-121.86929941177,America/Los_Angeles,beginner,intermediate,MRY,North America,del-monte-beach,True
Del Morida,"USA, California, Santa Barbara",34.54136109887,-120.55255506188,America/Los_Angeles,beginner,intermediate,LPC,North America,del-morida,True
Delicate Nobby,"Australia, NSW, Mid North Coast",-31.25657833492,152.97152996063,Australia/Sydney,beginner,intermediate,PQQ,Oceania,delicate-nobby,True
Delray public beach,"USA, South East, South Florida",26.458461663599,-80.05752325058,America/Los_Angeles,beginner,intermediate,BCT,North America,delray-public-beach,True
Democrat Point (Robert Moses),"USA, North East, Long Island NY",40.620217733725,-73.306598961353,America/Los_Angeles,intermediate,advanced,FRG,North America,democrat-point-(robert-moses),True
