name,country,country_clean,state_province,region_detail,latitude,longitude,timezone,skill_level_min,skill_level_max,primary_airport_iata,region_major,slug,active
's-Gravenzande,Netherlands,Netherlands,,,52.0115007,4.142832756,UTC,beginner,intermediate,RTM,Europe,'s-gravenzande,TRUE
't Zwin,Belgium,Belgium,,,51.37092307,3.362846375,UTC,beginner,intermediate,OST,Europe,'t-zwin,TRUE
11th Ave Melkbos Strand,"South Africa, SW Coast",South Africa,,SW Coast,-33.67178278,18.40759277,Africa/Johannesburg,intermediate,advanced,CPT,Africa,11th-ave-melkbos-strand,TRUE
13th ave south surfside,"USA, South East, South Carolina",USA,South East,South Carolina,33.59517506,-78.98088455,America/Los_Angeles,beginner,intermediate,MYR,North America,13th-ave-south-surfside,TRUE
13th beach,"Australia, VIC, Melbourne West",Australia,VIC,Melbourne West,-38.28535548,144.4616318,Australia/Sydney,beginner,intermediate,AVV,Oceania,13th-beach,TRUE
13th Street,"USA, South East, North Florida",USA,South East,North Florida,28.29555765,-80.60898542,America/Los_Angeles,beginner,intermediate,COF,North America,13th-street,TRUE
14th km.,"Morocco, South",Morocco,,South,30.50612172,-9.685896635,Africa/Casablanca,intermediate,advanced,AGA,Africa,14th-km.,TRUE
15th St.,"USA, California, San Diego County",USA,California,San Diego County,32.95880562,-117.2696114,America/Los_Angeles,intermediate,advanced,NKX,North America,15th-st.,TRUE
16 MILE BEACH,"South Africa, West Coast",South Africa,,West Coast,-33.3590115,18.15466046,Africa/Johannesburg,intermediate,advanced,SDB,Africa,16-mile-beach,TRUE
17th Ave,"USA, Gulf Coast, Florida",USA,Gulf Coast,Florida,30.33508352,-87.11486578,America/Los_Angeles,beginner,intermediate,PNS,North America,17th-ave,TRUE
17th Ave,"USA, Gulf Coast, Florida",USA,Gulf Coast,Florida,30.33508352,-87.11486578,America/Los_Angeles,beginner,intermediate,PNS,North America,17th-ave,TRUE
17th Street,"USA, California, Orange County",USA,California,Orange County,33.66342499,-118.0143213,America/Los_Angeles,intermediate,advanced,SNA,North America,17th-street,TRUE
1st beach,"USA, North East, Southern New England",USA,North East,Southern New England,41.48721845,-71.29152775,America/Los_Angeles,beginner,intermediate,NPT,North America,1st-beach,TRUE
1st Street Jetty,"USA, North East, Virginia",USA,North East,Virginia,36.83041288,-75.96777141,America/Los_Angeles,beginner,intermediate,NTU,North America,1st-street-jetty,TRUE
20-20s,"Indonesia, East Java",Indonesia,,East Java,-8.707180456,114.3744779,Asia/Jakarta,intermediate,advanced,BWX,Asia,20-20s,TRUE
29th Street,"Canada, West Coast",Canada,,West Coast,49.33496497,-123.1947291,UTC,beginner,intermediate,CXH,North America,29th-street,TRUE
2nd Avenue Pier,"USA, South East, South Carolina",USA,South East,South Carolina,33.68349661,-78.8856554,America/Los_Angeles,beginner,intermediate,MYR,North America,2nd-avenue-pier,TRUE
2nd Beach,"USA, North East, Southern New England",USA,North East,Southern New England,41.48774889,-71.25841856,America/Los_Angeles,beginner,intermediate,NPT,North America,2nd-beach,TRUE
2nd corner,"Australia, NSW, Mid North Coast",Australia,NSW,Mid North Coast,-31.96674459,152.5974369,Australia/Sydney,intermediate,advanced,TRO,Oceania,2nd-corner,TRUE
2nd Light,"USA, South East, North Florida",USA,South East,North Florida,28.25273573,-80.60333133,America/Los_Angeles,beginner,intermediate,COF,North America,2nd-light,TRUE
2nds,"Australia, WA, Perth City",Australia,WA,Perth City,-31.84558721,115.7501882,Australia/Sydney,intermediate,advanced,JFM,Oceania,2nds,TRUE
3 emes,"Mexico, Baja Norte",Mexico,,Baja Norte,31.89725742,-116.7137128,America/Mexico_City,intermediate,advanced,ESE,North America,3-emes,TRUE
3 Mile,"USA, California, Santa Cruz",USA,California,Santa Cruz,36.9615002,-122.1173286,America/Los_Angeles,intermediate,advanced,WVI,North America,3-mile,TRUE
3 way,"Australia, NSW, South Coast",Australia,NSW,South Coast,-35.24670559,150.5426502,Australia/Sydney,intermediate,advanced,NOA,Oceania,3-way,TRUE
3-poles reef,"Australia, SA, York Peninsula",Australia,SA,York Peninsula,-35.17761434,138.4667552,Australia/Sydney,advanced,advanced,ADL,Oceania,3-poles-reef,TRUE
"35th Street, IOP","USA, South East, South Carolina",USA,South East,South Carolina,32.79524749,-79.76688981,America/Los_Angeles,beginner,intermediate,CHS,North America,35th-street-iop,TRUE
36th street,"USA, California, Orange County",USA,California,Orange County,33.61515538,-117.9372239,America/Los_Angeles,intermediate,advanced,SNA,North America,36th-street,TRUE
36th Street,"USA, North East, New Jersey",USA,North East,New Jersey,39.15717812,-74.68589544,America/Los_Angeles,beginner,intermediate,WWD,North America,36th-street,TRUE
38th Parallel,South Korea,South Korea,,,38.00606673,128.7326592,UTC,intermediate,advanced,YNY,Other,38th-parallel,TRUE
38th St. Beach,"USA, North East, New Jersey",USA,North East,New Jersey,39.38791729,-74.38632488,America/Los_Angeles,beginner,intermediate,ACY,North America,38th-st.-beach,TRUE
3de Steen,"South Africa, Cape Town",South Africa,,Cape Town,-33.77276204,18.44432831,Africa/Johannesburg,intermediate,advanced,CPT,Africa,3de-steen,TRUE
3rd Groyne,"Australia, WA, Perth City",Australia,WA,Perth City,-31.83367008,115.7469052,Australia/Sydney,intermediate,advanced,JFM,Oceania,3rd-groyne,TRUE
4 Bobs,"Indonesia, Mentawai",Indonesia,,Mentawai,-1.90912196,99.31065559,Asia/Jakarta,advanced,advanced,RKI,Asia,4-bobs,TRUE
4 Mile,"USA, California, Santa Cruz",USA,California,Santa Cruz,36.96556358,-122.1250534,America/Los_Angeles,intermediate,advanced,WVI,North America,4-mile,TRUE
4 Miles,"USA, Hawaii, Hawaii Island",USA,Hawaii,Hawaii Island,19.73519884,-155.0279903,America/Los_Angeles,intermediate,advanced,ITO,North America,4-miles,TRUE
40th Street,"USA, California, Orange County",USA,California,Orange County,33.61729968,-117.9388976,America/Los_Angeles,intermediate,advanced,SNA,North America,40th-street,TRUE
411 (quatro-once),Panama,Panama,,,7.238515812,-80.51965177,UTC,intermediate,advanced,PDM,Central America,411-(quatro-once),TRUE
42nd St. VA Beach,"USA, North East, Virginia",USA,North East,Virginia,36.87093515,-75.98200321,America/Los_Angeles,beginner,intermediate,NTU,North America,42nd-st.-va-beach,TRUE
46°,"Italy, Mainland",Italy,,Mainland,43.6387928,10.28497338,UTC,intermediate,advanced,PSA,Europe,46°,TRUE
48th st. Myrtle Beach,"USA, South East, South Carolina",USA,South East,South Carolina,33.72065869,-78.84473026,America/Los_Angeles,beginner,intermediate,MYR,North America,48th-st.-myrtle-beach,TRUE
48th Street (Ocean City),"USA, North East, Virginia",USA,North East,Virginia,38.37323043,-75.06695151,America/Los_Angeles,beginner,intermediate,OCE,North America,48th-street-(ocean-city),TRUE
4th groyne,"Australia, WA, Perth South",Australia,WA,Perth South,-32.50474921,115.7354844,Australia/Sydney,intermediate,advanced,JAD,Oceania,4th-groyne,TRUE
5 1 2km  &  8 1 2km,Ecuador,Ecuador,,,-2.731213362,-80.24688721,UTC,intermediate,advanced,GYE,Other,5-1-2km--&--8-1-2km,TRUE
5 rocks,"Japan, Okinawa",Japan,,Okinawa,26.33154728,127.7418512,UTC,intermediate,advanced,DNA,Asia,5-rocks,TRUE
56th St.,"USA, California, Orange County",USA,California,Orange County,33.62322304,-117.9451847,America/Los_Angeles,intermediate,advanced,SNA,North America,56th-st.,TRUE
57th Street,"USA, North East, New Jersey",USA,North East,New Jersey,39.2215568,-74.63570595,America/Los_Angeles,beginner,intermediate,ACY,North America,57th-street,TRUE
58th Street,"USA, North East, New Jersey",USA,North East,New Jersey,39.62155714,-74.19307709,America/Los_Angeles,beginner,intermediate,MJX,North America,58th-street,TRUE
5th Street Beach Haven,"USA, North East, New Jersey",USA,North East,New Jersey,39.5644284,-74.23316002,America/Los_Angeles,beginner,intermediate,ACY,North America,5th-street-beach-haven,TRUE
6 pillars,"South Africa, South East Port Elizabeth",South Africa,,South East Port Elizabeth,-33.97844752,25.6558764,Africa/Johannesburg,intermediate,advanced,PLZ,Africa,6-pillars,TRUE
7 olas,"Colombia, Caribbean",Colombia,,Caribbean,11.3203742,-74.09847021,UTC,intermediate,advanced,SMR,Other,7-olas,TRUE
7 rocks,"Philippines, Mindanao",Philippines,,Mindanao,9.24427867,126.0914612,UTC,beginner,intermediate,TDG,Asia,7-rocks,TRUE
7th Avenue,"USA, South East, North Florida",USA,South East,North Florida,30.29619343,-81.38904154,America/Los_Angeles,beginner,intermediate,NRB,North America,7th-avenue,TRUE
81st Street,"USA, North East, Virginia",USA,North East,Virginia,36.90679489,-75.9891808,America/Los_Angeles,beginner,intermediate,NTU,North America,81st-street,TRUE
8th Ave n.,"USA, South East, South Carolina",USA,South East,South Carolina,33.77021136,-78.77030969,America/Los_Angeles,beginner,intermediate,CRE,North America,8th-ave-n.,TRUE
8th street,Liberia,Liberia,,,6.290342251,-10.78841329,UTC,beginner,intermediate,MLW,Other,8th-street,TRUE
90 Mile Beach,"New Zealand, New Zealand NI, NW Coast",New Zealand,New Zealand NI,NW Coast,-35.03758654,173.153801,Pacific/Auckland,beginner,intermediate,KAT,Oceania,90-mile-beach,TRUE
92nd Street,"USA, North East, Long Island NY",USA,North East,Long Island NY,40.58333064,-73.8120532,America/Los_Angeles,beginner,intermediate,JFK,North America,92nd-street,TRUE
A Lanzada,"Spain, Galicia",Spain,,Galicia,42.45462112,-8.881416321,Europe/Madrid,intermediate,advanced,VGO,Europe,a-lanzada,TRUE
A-Bay,"Australia, QLD, Sunshine Coast",Australia,QLD,Sunshine Coast,-26.38756403,153.1165409,Australia/Sydney,beginner,intermediate,NSV,Oceania,a-bay,TRUE
A-Beach,"USA, California, San Luis Obispo",USA,California,San Luis Obispo,35.40316568,-120.8695543,America/Los_Angeles,beginner,intermediate,SBP,North America,a-beach,TRUE
Å-land,Sweden,Sweden,,,57.33921503,12.06539154,UTC,beginner,intermediate,GOT,Europe,å-land,TRUE
A-ver-o-mar,"Portugal, North Porto",Portugal,,North Porto,41.39058989,-8.775200844,Europe/Lisbon,intermediate,advanced,OPO,Europe,a-ver-o-mar,TRUE
aaron's,"Indonesia, Mentawai",Indonesia,,Mentawai,-2.278461512,99.59393978,Asia/Jakarta,intermediate,advanced,RKI,Asia,aaron's,TRUE
Ab,"USA, California, San Diego County",USA,California,San Diego County,32.71391277,-117.2569996,America/Los_Angeles,beginner,intermediate,NZY,North America,ab,TRUE
Abalolo Reef,"USA, Hawaii, Oahu",USA,Hawaii,Oahu,21.30222703,-157.8982222,America/Los_Angeles,intermediate,advanced,HNL,North America,abalolo-reef,TRUE
Abalone Cove,"USA, California, LA County",USA,California,LA County,33.73777274,-118.3760226,America/Los_Angeles,beginner,intermediate,TOA,North America,abalone-cove,TRUE
Aber wrac'h point,"France, Brittany North",France,,Brittany North,48.57924766,-4.632797241,Europe/Paris,intermediate,advanced,BES,Europe,aber-wrac'h-point,TRUE
Aberavon,"UK, South Wales",UK,,South Wales,51.58532589,-3.810968399,Europe/London,beginner,intermediate,SWS,Europe,aberavon,TRUE
Aberdaron,"UK, North Wales and NW England",UK,,North Wales and NW England,52.80649733,-4.703521729,Europe/London,beginner,intermediate,VLY,Europe,aberdaron,TRUE
Aberdeen,"UK, East Scotland",UK,,East Scotland,57.16463944,-2.079334259,Europe/London,beginner,intermediate,ABZ,Europe,aberdeen,TRUE
Aberdeen Area Beach,Sierra Leone,Sierra Leone,,,8.491069736,-13.29088211,UTC,beginner,intermediate,FNA,Other,aberdeen-area-beach,TRUE
abersoch,"UK, North Wales and NW England",UK,,North Wales and NW England,52.82379766,-4.506797791,Europe/London,beginner,intermediate,VLY,Europe,abersoch,TRUE
Aberta-A-Nova,"Portugal, South",Portugal,,South,38.1761,-8.782158333,Europe/Lisbon,intermediate,advanced,LIS,Europe,aberta-a-nova,TRUE
Abrami Beach,"Greece, Greek Islands",Greece,,Greek Islands,37.17329483,25.48014879,UTC,beginner,intermediate,JNX,Other,abrami-beach,TRUE
Abras,"Brazil, Fernando do Noronha",Brazil,,Fernando do Noronha,-3.827601809,-32.40058064,America/Sao_Paulo,intermediate,advanced,FEN,South America,abras,TRUE
Accra Beach - Rockley Beach,Barbados,Barbados,,,13.07267491,-59.59003687,UTC,beginner,intermediate,BGI,Other,accra-beach---rockley-beach,TRUE
Achadas da Cruz,Madeira,Madeira,,,32.85107424,-17.22008228,UTC,intermediate,advanced,FNC,Other,achadas-da-cruz,TRUE
Acid Drop,"Canary, Fuerte Ventura",Canary,,Fuerte Ventura,28.74775223,-13.9338398,UTC,intermediate,advanced,FUE,Other,acid-drop,TRUE
Acids,"Australia, NSW, Coal Coast",Australia,NSW,Coal Coast,-34.41176471,150.9035951,Australia/Sydney,intermediate,advanced,WOL,Oceania,acids,TRUE
Acropolis,"Greece, Greek Islands",Greece,,Greek Islands,36.09625623,28.08538914,UTC,intermediate,advanced,RHO,Other,acropolis,TRUE
Admirals,"UK, East England",UK,,East England,54.48927379,-0.590429306,Europe/London,intermediate,advanced,MME,Europe,admirals,TRUE
Adonis,Maldives,Maldives,,,2.184028435,73.10043097,UTC,intermediate,advanced,TMF,Asia,adonis,TRUE
Adraga,"Portugal, Central Lisboa",Portugal,,Central Lisboa,38.80326295,-9.485321045,Europe/Lisbon,intermediate,advanced,CAT,Europe,adraga,TRUE
Adria,"Italy, Mainland",Italy,,Mainland,42.83333,12.83333,UTC,intermediate,advanced,PEG,Europe,adria,TRUE
Affenrucken point,Namibia,Namibia,,,-27.93072075,15.67551613,UTC,advanced,advanced,RHN,Other,affenrucken-point,TRUE
Afulu,"Indonesia, Sumatra Islands",Indonesia,,Sumatra Islands,1.259721342,97.22986221,Asia/Jakarta,advanced,advanced,GNS,Asia,afulu,TRUE
Agamemnon/Kouloura Island,"Greece, Pelloponisos",Greece,,Pelloponisos,36.8060892,21.72134399,UTC,intermediate,advanced,KLX,Other,agamemnon/kouloura-island,TRUE
Agami,Egypt,Egypt,,,31.12790541,29.77329254,UTC,intermediate,advanced,HBE,Other,agami,TRUE
aganoa,Samoa Western,Samoa Western,,,-13.77508655,-172.2872221,UTC,beginner,intermediate,MXS,Other,aganoa,TRUE
Agate Beach,"USA, North West, Oregon Central",USA,North West,Oregon Central,44.65363474,-124.0629387,America/Los_Angeles,beginner,intermediate,ONP,North America,agate-beach,TRUE
Agate Beach North,"USA, North West, Oregon Central",USA,North West,Oregon Central,44.67226946,-124.0680242,America/Los_Angeles,beginner,intermediate,ONP,North America,agate-beach-north,TRUE
Agger,Denmark,Denmark,,,56.72476063,8.221206665,UTC,beginner,intermediate,TED,Europe,agger,TRUE
Agia Fotia,"Greece, Crete Island",Greece,,Crete Island,35.19605901,26.15085393,UTC,intermediate,advanced,JSH,Other,agia-fotia,TRUE
Agios Dimitrios,"Greece, Pelloponisos",Greece,,Pelloponisos,37.80507945,23.85121107,UTC,intermediate,advanced,ATH,Other,agios-dimitrios,TRUE
Agios Giorgios - Corfu,"Greece, Ionian Sea",Greece,,Ionian Sea,39.7149779,19.68114853,UTC,intermediate,advanced,CFU,Other,agios-giorgios---corfu,TRUE
Aglayankaya,"Turkey, Black-Sea",Turkey,,Black-Sea,41.1751331,29.62474108,UTC,intermediate,advanced,SAW,Other,aglayankaya,TRUE
Agnes Water,"Australia, QLD, Central-Queensland",Australia,QLD,Central-Queensland,-24.20829872,151.908946,Australia/Sydney,beginner,intermediate,GLT,Oceania,agnes-water,TRUE
Agrili,"Greece, Pelloponisos",Greece,,Pelloponisos,37.21561693,21.59709871,UTC,intermediate,advanced,KLX,Other,agrili,TRUE
Aguçadoura,"Portugal, North Porto",Portugal,,North Porto,41.43037188,-8.787689209,Europe/Lisbon,intermediate,advanced,OPO,Europe,aguçadoura,TRUE
Aguilar,"Spain, Asturias",Spain,,Asturias,43.55501753,-6.116713285,Europe/Madrid,beginner,intermediate,OVD,Europe,aguilar,TRUE
Agujas,"Costa Rica, Pacific South",Costa Rica,,Pacific South,9.722698754,-84.65392828,UTC,intermediate,advanced,JAP,Central America,agujas,TRUE
Ahogados,"Chile, Central Santiago",Chile,,Central Santiago,-33.39896018,-71.70168042,UTC,intermediate,advanced,VAP,South America,ahogados,TRUE
Ahtony,Bulgaria,Bulgaria,,,42.10090354,27.94314623,UTC,beginner,intermediate,BOJ,Other,ahtony,TRUE
Aigrettes left,Reunion,Reunion,,,-21.03700245,55.21677017,UTC,intermediate,advanced,RUN,Other,aigrettes-left,TRUE
Aigrettes Right,Reunion,Reunion,,,-21.03447145,55.21806031,UTC,intermediate,advanced,RUN,Other,aigrettes-right,TRUE
Aiguadolc,"Spain, Mediterranean",Spain,,Mediterranean,41.23434893,1.828579903,Europe/Madrid,beginner,intermediate,BCN,Europe,aiguadolc,TRUE
Aileens,"Ireland, West",Ireland,,West,52.98410026,-9.438929558,UTC,advanced,advanced,INQ,Europe,aileens,TRUE
Ain Diab Porte 15,"Morocco, North",Morocco,,North,33.58397348,-7.692701519,Africa/Casablanca,beginner,intermediate,CMN,Africa,ain-diab-porte-15,TRUE
Ain El Turk,Algeria,Algeria,,,35.73777232,-0.735901594,UTC,beginner,intermediate,ORN,Other,ain-el-turk,TRUE
Airport left,St Barthelemy,St Barthelemy,,,17.90714102,-62.83952236,UTC,intermediate,advanced,SBH,Other,airport-left,TRUE
Airport right,Maldives,Maldives,,,-0.702900516,73.17156315,UTC,intermediate,advanced,GAN,Asia,airport-right,TRUE
Airport Rights,"New Zealand, New Zealand NI, SW Coast",New Zealand,New Zealand NI,SW Coast,-41.33719517,174.8071146,Pacific/Auckland,intermediate,advanced,WLG,Oceania,airport-rights,TRUE
Airport's,"Indonesia, Bali",Indonesia,,Bali,-8.745123882,115.1503229,Asia/Jakarta,intermediate,advanced,DPS,Asia,airport's,TRUE
Aivados,"Portugal, South",Portugal,,South,37.80627119,-8.797385201,Europe/Lisbon,beginner,intermediate,PRM,Europe,aivados,TRUE
Aizkorri,"Spain, Pais Vasco",Spain,,Pais Vasco,43.38197093,-3.016777039,Europe/Madrid,intermediate,advanced,BIO,Europe,aizkorri,TRUE
Ajo,"Spain, Cantabria",Spain,,Cantabria,43.49891578,-3.61323595,Europe/Madrid,beginner,intermediate,SDR,Europe,ajo,TRUE
Akabane Long Beach,"Japan, Shizuoka",Japan,,Shizuoka,34.6,137.2,UTC,beginner,intermediate,NGO,Asia,akabane-long-beach,TRUE
Akaehama,"Japan, Kyushu",Japan,,Kyushu,31.39304689,131.0724735,UTC,intermediate,advanced,KOJ,Asia,akaehama,TRUE
Akkorokamui,"Australia, QLD, Gold Coast",Australia,QLD,Gold Coast,-27.93980607,153.4337711,Australia/Sydney,advanced,advanced,SHQ,Oceania,akkorokamui,TRUE
Aktau,Kazakhstan,Kazakhstan,,,43.62035702,51.1892252,UTC,beginner,intermediate,SCO,Other,aktau,TRUE
Ala Moana,"Peru, Lima",Peru,,Lima,-12.15897004,-77.02768922,UTC,intermediate,advanced,LIM,South America,ala-moana,TRUE
Ala Moana Bowls,"USA, Hawaii, Oahu",USA,Hawaii,Oahu,21.28087693,-157.8438914,America/Los_Angeles,intermediate,advanced,HNL,North America,ala-moana-bowls,TRUE
Ala Moana Courts,"USA, Hawaii, Oahu",USA,Hawaii,Oahu,21.29065393,-157.8540999,America/Los_Angeles,intermediate,advanced,HNL,North America,ala-moana-courts,TRUE
Alabama Point,"USA, Gulf Coast, Alabama",USA,Gulf Coast,Alabama,30.27090984,-87.55939901,America/Los_Angeles,beginner,intermediate,GUF,North America,alabama-point,TRUE
Alacati,Turkey,Turkey,,,38.23905651,26.31062508,UTC,beginner,intermediate,JKH,Other,alacati,TRUE
"Alanya, Keykubat",Turkey,Turkey,,,36.53967416,32.02342987,UTC,beginner,intermediate,GZP,Other,alanya-keykubat,TRUE
Alassio,"Italy, Mainland",Italy,,Mainland,44.00496621,8.172824979,UTC,beginner,intermediate,MCM,Europe,alassio,TRUE
Albatross,"South Africa, South J Bay",South Africa,,South J Bay,-34.01023007,24.91986752,Africa/Johannesburg,intermediate,advanced,PLZ,Africa,albatross,TRUE
Albenga,"Italy, Mainland",Italy,,Mainland,44.0412676,8.223781586,UTC,beginner,intermediate,GOA,Europe,albenga,TRUE
Albufeira,"Portugal, Algarve",Portugal,,Algarve,37.08563532,-8.248683214,Europe/Lisbon,beginner,intermediate,FAO,Europe,albufeira,TRUE
Alexandra Headlands,"Australia, QLD, Sunshine Coast",Australia,QLD,Sunshine Coast,-26.67079656,153.1096262,Australia/Sydney,beginner,intermediate,MCY,Oceania,alexandra-headlands,TRUE
Alfonsina,"Argentina, North",Argentina,,North,-37.99386292,-57.54263163,UTC,beginner,intermediate,MDQ,Other,alfonsina,TRUE
alfonsita,Sao Tome,Sao Tome,,,0.193552126,6.702947617,UTC,beginner,intermediate,TMS,Other,alfonsita,TRUE
Algajola,"France, Corsica",France,,Corsica,42.60869549,8.868370056,Europe/Paris,beginner,intermediate,CLY,Europe,algajola,TRUE
alisitos,"Mexico, Baja Norte",Mexico,,Baja Norte,32.11922638,-116.8829153,America/Mexico_City,beginner,intermediate,ESE,North America,alisitos,TRUE
Allenhurst,"USA, North East, New Jersey",USA,North East,New Jersey,40.2363277,-73.99491549,America/Los_Angeles,beginner,intermediate,BLM,North America,allenhurst,TRUE
allerton point,"USA, North East, Southern New England",USA,North East,Southern New England,42.30702254,-70.8819437,America/Los_Angeles,beginner,intermediate,BOS,North America,allerton-point,TRUE
Almáciga,"Canary, Tenerife",Canary,,Tenerife,28.57206667,-16.19261667,UTC,intermediate,advanced,TFN,Other,almáciga,TRUE
Almagreira,"Portugal, Central Peniche",Portugal,,Central Peniche,39.37902774,-9.314625263,Europe/Lisbon,beginner,intermediate,LIS,Europe,almagreira,TRUE
Almiros,"Greece, Crete Island",Greece,,Crete Island,35.17678124,25.7097137,UTC,beginner,intermediate,JSH,Other,almiros,TRUE
Alnes Lighthouse (Godoy),Norway,Norway,,,62.48853896,5.96660614,UTC,beginner,intermediate,AES,Europe,alnes-lighthouse-(godoy),TRUE
altafulla,"Spain, Mediterranean",Spain,,Mediterranean,41.13440326,1.384427547,Europe/Madrid,beginner,intermediate,REU,Europe,altafulla,TRUE
AlterSteinbeisser,Switzerland,Switzerland,,,46.9949301,8.598775864,UTC,beginner,intermediate,BXO,Other,altersteinbeisser,TRUE
Altona Pier,"Australia, VIC, Melbourne West",Australia,VIC,Melbourne West,-37.87331628,144.8302987,Australia/Sydney,beginner,intermediate,KAH,Oceania,altona-pier,TRUE
Alvor,"Portugal, Algarve",Portugal,,Algarve,37.12241199,-8.596458435,Europe/Lisbon,beginner,intermediate,PRM,Europe,alvor,TRUE
alykes,"Greece, Ionian Sea",Greece,,Ionian Sea,38.31795596,21.42608643,UTC,beginner,intermediate,GPA,Other,alykes,TRUE
Ambila Lamentsa,Madagascar,Madagascar,,,-18.85928534,49.14967775,UTC,intermediate,advanced,VAT,Other,ambila-lamentsa,TRUE
Ambleside Park,"Canada, West Coast",Canada,,West Coast,49.32501011,-123.1517172,UTC,beginner,intermediate,CXH,North America,ambleside-park,TRUE
Amélie,"France, Gironde",France,,Gironde,45.48527446,-1.152470112,Europe/Paris,beginner,intermediate,RYN,Europe,amélie,TRUE
Ammes Beach,"Greece, Ionian Sea",Greece,,Ionian Sea,38.10923548,20.50692558,UTC,beginner,intermediate,EFL,Other,ammes-beach,TRUE
Amoreira,"Portugal, Algarve",Portugal,,Algarve,37.35003186,-8.845496178,Europe/Lisbon,beginner,intermediate,PRM,Europe,amoreira,TRUE
Amorosa,"Portugal, North Porto",Portugal,,North Porto,41.66932148,-8.824081421,Europe/Lisbon,beginner,intermediate,OPO,Europe,amorosa,TRUE
Amoudia Left,"Greece, Ionian Sea",Greece,,Ionian Sea,39.23770457,20.47800064,UTC,intermediate,advanced,PVK,Other,amoudia-left,TRUE
Anaël,"France, Brittany North",France,,Brittany North,48.58344952,-4.675154686,Europe/Paris,beginner,intermediate,BES,Europe,anaël,TRUE
Anahola Bay,"USA, Hawaii, Kauai",USA,Hawaii,Kauai,22.14761207,-159.3050194,America/Los_Angeles,intermediate,advanced,HPV,North America,anahola-bay,TRUE
Anamur,Turkey,Turkey,,,36.0926671,32.93581009,UTC,intermediate,advanced,GZP,Other,anamur,TRUE
Anaura Bay,"New Zealand, New Zealand NI, East Cape",New Zealand,New Zealand NI,East Cape,-38.2318091,178.3114958,Pacific/Auckland,beginner,intermediate,GIS,Oceania,anaura-bay,TRUE
Anchor point,"Morocco, South",Morocco,,South,30.54520545,-9.726709127,Africa/Casablanca,intermediate,advanced,AGA,Africa,anchor-point,TRUE
Anclote,"Mexico, Sinaloa-Nayarit",Mexico,,Sinaloa-Nayarit,20.76787152,-105.5199909,America/Mexico_City,beginner,intermediate,PVR,North America,anclote,TRUE
Anclote Island,"USA, Gulf Coast, Florida",USA,Gulf Coast,Florida,28.20367537,-82.82524109,America/Los_Angeles,beginner,intermediate,CLW,North America,anclote-island,TRUE
Anderson Street,"USA, California, Orange County",USA,California,Orange County,33.72285837,-118.0808723,America/Los_Angeles,beginner,intermediate,LGB,North America,anderson-street,TRUE
Andrew molera state beach,"USA, California, Monterey",USA,California,Monterey,36.28108237,-121.8577874,America/Los_Angeles,beginner,intermediate,MRY,North America,andrew-molera-state-beach,TRUE
Andros (Hora),"Greece, Aegean Sea",Greece,,Aegean Sea,37.84054659,24.93754864,UTC,intermediate,advanced,JSY,Other,andros-(hora),TRUE
Andys' Peak,"Australia, QLD",Australia,,QLD,-16.97271152,149.907192,Australia/Sydney,intermediate,advanced,,Oceania,andys'-peak,TRUE
Aneho Beach,Togo,Togo,,,6.22888316,1.606798768,UTC,beginner,intermediate,LFW,Other,aneho-beach,TRUE
Anglesea,"Australia, VIC, Melbourne West",Australia,VIC,Melbourne West,-38.41564424,144.1865337,Australia/Sydney,beginner,intermediate,XCO,Oceania,anglesea,TRUE
Anglet - Chambre d Amour,"France, Basque Country",France,,Basque Country,43.49458852,-1.547784805,Europe/Paris,beginner,intermediate,BIQ,Europe,anglet---chambre-d-amour,TRUE
Anglet - La Barre,"France, Basque Country",France,,Basque Country,43.526522,-1.525125504,Europe/Paris,beginner,intermediate,BIQ,Europe,anglet---la-barre,TRUE
Anglet - La Madrague,"France, Basque Country",France,,Basque Country,43.51199062,-1.535435915,Europe/Paris,beginner,intermediate,BIQ,Europe,anglet---la-madrague,TRUE
Anglet - Le club,"France, Basque Country",France,,Basque Country,43.49927232,-1.54428117,Europe/Paris,beginner,intermediate,BIQ,Europe,anglet---le-club,TRUE
Anglet - Le Furoncle,"France, Basque Country",France,,Basque Country,43.52796887,-1.526525617,Europe/Paris,beginner,intermediate,BIQ,Europe,anglet---le-furoncle,TRUE
Anglet - Les Cavaliers,"France, Basque Country",France,,Basque Country,43.52325473,-1.526412964,Europe/Paris,beginner,intermediate,BIQ,Europe,anglet---les-cavaliers,TRUE
Anglet - Les Sables d'Or,"France, Basque Country",France,,Basque Country,43.50177347,-1.541905403,Europe/Paris,beginner,intermediate,BIQ,Europe,anglet---les-sables-d'or,TRUE
Anglet - Marinella,"France, Basque Country",France,,Basque Country,43.5049883,-1.539830714,Europe/Paris,beginner,intermediate,BIQ,Europe,anglet---marinella,TRUE
Angourie Lefts,"Australia, NSW, North",Australia,NSW,North,-29.48652829,153.3651924,Australia/Sydney,intermediate,advanced,EVH,Oceania,angourie-lefts,TRUE
Angourie Point,"Australia, NSW, North",Australia,NSW,North,-29.48219484,153.3660936,Australia/Sydney,intermediate,advanced,EVH,Oceania,angourie-point,TRUE
Angras Juntas left,Namibia,Namibia,,,-27.7480376,15.5462122,UTC,intermediate,advanced,RHN,Other,angras-juntas-left,TRUE
Anjarle,"India, North-West",India,,North-West,17.84398521,73.08745015,UTC,beginner,intermediate,RTC,Other,anjarle,TRUE
